#WORD	ANIMATE	INANIMATE	MALE	FEMALE	NEUTRAL	SINGULAR	PLURAL
何厚铧	4	0	3	0	0	4	0
奖学金	0	0	0	0	0	3	0
分区	0	0	0	0	0	2	0
清廉	0	0	0	0	0	1	0
车牌	0	0	0	0	0	2	0
木棒	0	0	0	0	0	6	0
主人公	1	0	1	0	0	1	0
汤明哲	4	0	4	0	0	4	0
新院	0	4	0	0	0	4	0
精米	0	0	0	0	0	2	0
别人	7	0	4	2	0	16	4
老金	1	0	1	0	0	1	0
枪声	0	0	0	0	0	4	0
村委会	0	0	0	0	0	4	0
西瓜刀	0	0	0	0	0	2	0
见面会	0	0	0	0	0	2	0
延安	0	4	0	0	0	4	0
路子	0	0	0	0	0	2	0
龙阳路	0	0	0	0	0	2	0
八日	0	0	0	0	0	1	0
效应	0	0	0	0	0	14	2
变数	0	0	0	0	0	4	0
李壬癸	1	0	0	0	0	1	0
费尔法克斯县	0	1	0	0	0	1	0
人类	0	0	0	0	0	15	0
白	8	0	8	7	0	8	0
安全观	0	0	0	0	0	2	0
舰上	0	1	0	0	0	1	0
脚踏车	0	0	0	0	0	1	0
处于	0	1	0	0	0	1	0
馈赠	0	0	0	0	0	2	0
安德里亚	2	0	0	0	0	2	0
汽车处	0	0	0	0	0	1	0
保护区	0	0	0	0	0	5	0
末期	0	0	0	0	0	4	0
甜头	0	0	0	0	0	2	0
华盛顿州	0	1	0	0	0	1	0
声请	0	0	0	0	0	1	0
丁豪	7	0	7	0	0	7	0
党校	0	5	0	0	0	5	0
见面	0	0	0	0	0	2	0
疤	0	0	0	0	0	1	0
汽车	0	0	0	0	0	23	0
洛杉矶	0	11	0	0	0	11	0
经由	0	0	0	0	0	1	0
高新区	0	2	0	0	0	9	0
国贸	0	0	0	0	0	2	0
冠德	0	1	0	0	0	0	0
祖母	0	0	0	0	0	4	0
士兵	4	1	4	0	0	14	4
保险	0	2	0	0	0	16	0
未来	0	0	0	0	0	60	0
列入	1	0	0	0	0	1	0
唐纳	2	0	2	0	0	2	0
求援	0	0	0	0	0	1	0
琼瑶	4	0	0	0	0	4	0
搔首弄姿	0	0	0	0	0	1	0
交通委	0	3	0	0	0	0	0
吉祥物	0	0	0	0	0	6	0
新党	0	29	0	0	0	25	1
火焰	0	0	0	0	0	1	0
气概	0	0	0	0	0	3	0
考量	0	0	0	0	0	2	0
女朋友	4	0	0	4	0	4	0
阿尔贝托·藤森	1	0	1	0	0	1	0
搜救队	0	0	0	0	0	1	0
市井小民	0	0	0	0	0	2	0
萨尔瓦多·达利	3	0	0	0	0	3	0
研究部	0	0	0	0	0	2	0
鬼门关	0	0	0	0	0	1	0
张可	2	0	2	0	0	2	0
年检	0	0	0	0	0	2	0
电器	0	0	0	0	0	1	0
二零二零年	0	0	0	0	0	2	0
杨黄美幸	4	0	0	4	0	4	0
提议	0	0	0	0	0	1	0
呼吁	0	0	0	0	0	4	0
天主教会	0	2	0	0	0	2	0
呻吟	0	0	0	0	0	1	0
星期天	0	0	0	0	0	12	0
工程	0	1	0	0	0	149	6
兰新	0	0	0	0	0	2	0
保障	0	0	0	0	0	3	0
税金	0	0	0	0	0	2	0
雷德温	1	1	0	0	0	1	0
小弟弟	0	0	0	0	0	4	0
ｐｕｂ	0	2	0	0	0	7	0
辛格	1	0	0	0	0	1	0
陕西	0	7	0	0	0	7	0
采购	0	0	0	0	0	6	0
董事	2	1	2	0	0	2	0
大学生	2	0	2	0	0	11	0
逆子	1	0	1	0	0	1	0
奥地利	0	6	0	0	0	6	0
东西	4	0	3	0	0	36	3
伯格	3	0	2	0	0	3	0
痛	0	0	0	0	0	4	0
吕亚力	7	0	7	0	0	7	0
使用权	0	0	0	0	0	2	0
non-no	0	0	0	0	0	1	0
玻璃厂	0	0	0	0	0	3	0
病	0	0	0	0	0	3	0
吴志良	1	0	0	0	0	1	0
马汀娜	17	0	0	17	0	17	0
上诉	0	0	0	0	0	7	0
足总	0	1	0	0	0	1	0
藏柜	0	0	0	0	0	2	0
殷琪	1	0	0	0	0	1	0
画	0	0	0	0	0	3	0
存货	0	0	0	0	0	2	0
男	0	0	0	0	0	2	1
电	1	0	1	0	0	3	0
甲	0	0	0	0	0	2	0
视力	0	0	0	0	0	1	0
ｆｉｆａｍａｎ	0	0	0	0	0	3	0
田	0	0	0	0	0	1	0
东部	0	0	0	0	0	3	0
由	1	0	0	0	0	4	0
炮冰	4	0	0	4	0	4	0
师生	2	0	2	0	0	5	2
法典	0	0	0	0	0	9	0
２００８－０５－０１	0	0	0	0	0	1	0
装修	0	0	0	0	0	0	0
晋从安	1	0	1	0	0	1	0
卡西米尔·奥耶·姆巴	1	0	0	0	0	1	0
用	0	0	0	0	0	3	0
讲习班	0	0	0	0	0	1	0
超现实主义者	2	0	2	0	0	2	2
英特尔	0	7	0	0	0	7	0
甲克虫	0	0	0	0	0	1	0
孙晓东	12	0	6	0	0	12	6
生	0	0	0	0	0	1	0
波罗的海	0	11	0	0	0	11	0
葡人	0	4	0	0	0	6	0
一机部	0	4	0	0	0	0	0
推进	0	0	0	0	0	4	0
史料	0	0	0	0	0	6	0
政府	99	400	60	0	0	614	92
鸭蛋	0	0	0	0	0	2	0
sanjose	0	0	0	0	0	1	0
仿冒者	0	0	0	0	0	1	0
作战	1	0	1	0	0	1	0
信函	0	0	0	0	0	1	0
方针	0	0	0	0	0	16	0
林文月	5	0	0	5	0	5	0
教学	0	13	0	0	0	13	0
俺们	0	0	0	0	0	1	0
作成	0	0	0	0	0	1	0
网易	0	5	0	0	0	5	0
世界杯	0	0	0	0	0	5	0
山歌	0	0	0	0	0	1	0
异国	0	2	0	0	0	2	0
纺研	0	15	0	0	0	15	0
话题	0	0	0	0	0	8	0
筹委会	0	2	0	0	0	0	0
渔工	2	0	2	0	0	3	1
周围	0	0	0	0	0	8	3
高血压	0	0	0	0	0	2	0
解体	0	0	0	0	0	0	0
黄崇兴	1	0	1	0	0	1	0
教宗	4	0	4	0	0	4	0
设备	0	0	0	0	0	45	2
杨金义	1	0	0	0	0	1	0
池彬	3	0	0	3	0	4	3
讨论会	0	0	0	0	0	7	0
图象	0	0	0	0	0	5	0
留	5	1	4	0	0	5	4
刘凿	1	0	0	0	0	1	0
朱丽亚希尔	1	0	1	1	0	1	0
船上	2	0	0	0	0	2	0
六·四”	0	0	0	0	0	1	0
辛森	3	0	0	0	0	3	0
西安	0	3	0	0	0	3	0
外行	0	0	0	0	0	1	0
界	0	0	0	0	0	1	0
赔款	0	0	0	0	0	0	0
八月	0	0	0	0	0	22	0
唐树贝	1	0	0	0	0	1	0
精神	0	0	0	0	0	31	0
义警	2	0	0	0	0	2	0
西宁	0	1	0	0	0	1	0
亲友们	1	0	1	0	0	3	1
青海省	0	6	0	0	0	6	0
餐点	0	0	0	0	0	4	0
世博会	0	0	0	0	0	2	0
市警局	0	2	0	0	0	2	0
展演	0	0	0	0	0	1	0
今生	0	0	0	0	0	2	0
拉姆安拉	0	3	0	0	0	3	0
财物	0	0	0	0	0	3	0
电子化	0	0	0	0	0	0	0
摇篮	0	0	0	0	0	2	0
林正义	3	0	3	0	0	3	0
通缉犯	1	0	1	0	0	1	0
林宽裕	2	0	0	0	0	2	0
萨国	0	10	0	0	0	10	0
公路网	0	0	0	0	0	4	0
杜聪明	2	2	0	0	0	2	0
台北县	0	2	0	0	0	2	0
ｃｅ麦奈特	1	0	1	0	0	1	0
自民党	0	12	0	0	0	10	0
负责人	5	0	3	0	0	45	7
弗吉尼亚人	1	0	0	0	0	1	1
秉峄	1	0	1	0	0	1	0
中道	0	0	0	0	0	1	0
离魂	0	0	0	0	0	1	0
绘画	0	0	0	0	0	2	0
始祖鸟	0	0	0	0	0	7	0
俄国	3	39	3	0	0	38	1
二二一年	0	0	0	0	0	2	0
快讯	0	0	0	0	0	1	0
富翁	0	0	0	0	0	4	0
中行	0	3	0	0	0	3	0
基隆坡	0	2	0	0	0	2	0
高敏忠	5	0	0	0	0	5	0
尼古拉·奥加尔科夫	1	0	1	0	0	1	0
投资案	0	0	0	0	0	0	0
老师傅	0	0	0	0	0	2	0
量贩	0	0	0	0	0	1	0
群岛	0	2	0	0	0	4	0
北约	4	24	4	0	0	4	0
自由意志者	0	0	0	0	0	1	0
生态学家们	0	0	0	0	0	1	0
jefffluhr	0	0	1	0	0	1	0
对象国	0	0	0	0	0	2	0
叶利钦	11	0	7	0	0	9	2
钟永顺	1	0	0	0	0	1	1
破路	0	0	0	0	0	2	0
杨平	1	0	1	0	0	1	0
变更	0	0	0	0	0	3	0
企业家	1	0	0	0	0	7	0
ｅｖｒｅｃ	0	1	0	0	0	1	0
瓦	0	0	0	0	0	2	0
接近	1	0	1	0	0	1	1
报告会	0	0	0	0	0	2	0
资源	0	0	0	0	0	28	0
国语	0	0	0	0	0	2	0
ii型	0	0	0	0	0	4	0
当今	0	0	0	0	0	2	0
海牙	0	12	0	0	0	12	0
瓶	0	0	0	0	0	3	0
内衣裤	0	0	0	0	0	1	0
动议	0	0	0	0	0	3	0
赠款	0	0	0	0	0	4	2
杭州	0	5	0	0	0	5	0
电邮	0	0	0	0	0	2	0
科尔	5	0	3	0	0	5	0
人事部	0	5	0	0	0	0	0
凯恩斯	1	0	0	0	0	1	0
王利恒	2	0	0	0	0	2	0
优胜者	1	0	1	0	0	1	1
商研所	0	2	0	0	0	0	0
》	0	1	0	0	0	16	0
大气层	0	0	0	0	0	2	0
〉	0	0	0	0	0	1	0
皮斯卡塔威	0	1	0	0	0	1	0
」	0	0	0	0	0	9	0
私帐	0	0	0	0	0	1	0
联合会	0	2	0	0	0	0	0
简明宜	2	0	2	0	0	2	0
罗斯	2	0	2	0	0	2	0
张培荣	2	0	0	2	0	2	0
跌幅	0	0	0	0	0	2	0
费卢杰	0	2	0	0	0	2	0
海巡署	0	6	0	0	0	3	0
二十日	0	0	0	0	0	2	0
当下	0	0	0	0	0	1	0
解释	0	0	0	0	0	9	0
教改界	0	0	0	0	0	1	0
小石	1	0	1	1	0	1	0
琼	0	1	0	0	0	1	0
道友	0	0	0	0	0	1	0
汤耀明	2	0	0	0	0	2	0
张延群	1	0	0	0	0	1	0
副厂长	0	0	0	0	0	5	0
培洛	1	0	1	0	0	1	0
亚科夫列夫	1	0	0	0	0	1	0
卢秀琴	6	0	0	0	0	6	0
知音	1	0	1	0	0	1	0
袭击	0	0	0	0	0	9	0
三八线	0	0	0	0	0	1	0
依据	0	0	0	0	0	6	0
陈威仁	5	5	0	0	0	5	0
对立	0	0	0	0	0	1	0
便当	0	0	0	0	0	4	0
高智	1	0	1	0	0	1	1
疑虑	0	0	0	0	0	2	0
离开	1	0	0	0	0	0	1
苏联	6	46	0	0	0	46	7
当中	0	0	0	0	0	3	0
立秋	0	0	0	0	0	3	0
价值观	0	0	0	0	0	5	0
阿罗约	3	0	0	3	0	3	0
行署	0	2	0	0	0	0	0
盛年	0	0	0	0	0	1	0
连战	44	0	21	0	0	44	1
蔡瑞庭	3	0	0	0	0	3	0
增长	0	0	0	0	0	72	2
韩国	12	63	11	0	0	63	12
枢纽港	0	0	0	0	0	1	0
马向东	2	0	0	0	0	2	0
海燕	7	3	0	0	0	7	0
面条	0	0	0	0	0	1	0
监护权	0	0	0	0	0	2	0
规划	0	0	0	0	0	22	0
中村和夫	2	0	2	0	0	2	0
疫苗	0	0	0	0	0	3	0
老公	23	0	20	0	0	26	3
佼佼者	0	0	0	0	0	2	0
镖客	1	0	1	0	0	1	0
非分之想	0	0	0	0	0	2	0
奔鹿纹瓦当	0	0	0	0	0	2	0
保存	0	0	0	0	0	1	0
阴谋	0	0	0	0	0	4	0
田野	0	0	0	0	0	3	0
虚级化	0	0	0	0	0	2	0
同意	0	0	0	0	0	3	0
味道	0	0	0	0	0	8	0
杨重信	1	0	0	0	0	1	0
试验	0	0	0	0	0	15	0
规则	0	0	0	0	0	9	0
妈祖	0	8	0	0	0	8	0
眼前	0	0	0	0	0	1	0
帛琉	74	78	0	74	0	78	2
前面	0	0	0	0	0	2	0
特别法	0	0	0	0	0	2	0
化妆品	0	0	0	0	0	1	0
长期性	0	0	0	0	0	2	0
一起	0	0	0	0	0	0	0
花莲	1	5	0	0	0	5	1
检讨	0	0	0	0	0	2	0
会歌	0	0	0	0	0	13	0
大年夜	0	0	0	0	0	1	0
吴嘉雷	2	0	0	2	0	2	0
制作	0	0	0	0	0	7	0
俊马	0	0	0	0	0	1	0
直辖市	0	7	0	0	0	13	2
庄杨	1	0	1	0	0	1	0
援助	0	0	0	0	0	17	0
来往	0	0	0	0	0	2	0
零部件	0	0	0	0	0	1	0
市议员	1	0	0	0	0	2	1
星巴克	0	3	0	0	0	0	0
普林西皮	2	0	2	0	0	2	0
合法性	0	0	0	0	0	2	0
吵嚷	0	0	0	0	0	1	0
吞吐量	0	0	0	0	0	5	0
刘华清	4	0	4	0	0	4	0
牦牛	0	0	0	0	0	2	0
棉质	0	0	0	0	0	1	0
决心	1	0	1	0	0	7	1
理由	0	0	0	0	0	4	0
罗纳普郎克	0	1	0	0	0	0	0
企研所	0	2	0	0	0	0	0
香料	0	0	0	0	0	4	0
进度	0	0	0	0	0	6	0
陈忠勇	5	0	5	0	0	5	0
工商界	0	0	0	0	0	2	2
流程	0	0	0	0	0	3	0
出国	0	0	0	0	0	0	0
小琴	1	0	0	0	0	1	0
梁文耀	1	0	0	0	0	1	0
周键	1	0	1	0	0	1	0
温州	0	4	0	0	0	4	0
蔡宗一	1	1	0	0	0	1	0
editor	2	0	2	0	0	2	0
班	0	2	0	0	0	28	0
出口商	1	0	1	0	0	1	0
约翰	2	0	1	0	0	2	0
糖瓜	0	0	0	0	0	1	0
武汉市	0	5	0	0	0	4	0
内政	0	0	0	0	0	2	0
内塔尼亚胡	11	0	2	0	0	11	0
检验所	0	0	0	0	0	2	0
本草经	0	0	0	0	0	3	0
杀手	0	0	0	0	0	4	0
船体	0	0	0	0	0	1	0
表哥	1	0	0	0	0	1	0
减少	0	0	0	0	0	1	0
裘兆琳	4	0	0	4	0	4	0
调整期	0	0	0	0	0	3	0
交流区	0	0	0	0	0	3	0
产物	0	0	0	0	0	2	0
建设性	0	0	0	0	0	2	0
聆讯	0	0	0	0	0	3	0
发挥	0	0	0	0	0	5	0
王	1	0	1	0	0	1	0
汤姆	1	0	0	0	0	1	0
紧迫性	0	0	0	0	0	2	0
建平	1	0	0	0	0	1	0
种子	10	0	1	0	0	12	0
刘易斯	1	0	0	0	0	1	0
莫尔斯比港	0	2	0	0	0	2	0
成为	0	0	0	0	0	1	0
时代	3	0	0	0	0	67	0
医生	5	0	4	0	0	7	0
玺	0	0	0	0	0	4	0
招牌	0	0	0	0	0	4	0
判决	0	0	0	0	0	2	0
成交量	0	0	0	0	0	1	0
现	0	0	0	0	0	3	0
名家	2	0	1	1	0	2	0
社会党人	2	0	2	0	0	2	1
昆明湖	0	2	0	0	0	2	0
文艺界	0	0	0	0	0	1	0
耳跟	0	0	0	0	0	2	0
线索	0	0	0	0	0	2	0
骑楼	0	0	0	0	0	2	0
画作	0	0	0	0	0	4	0
谢泽宪	2	0	0	0	0	2	0
乔治沃克布什	1	0	0	0	0	1	0
提名	0	0	0	0	0	5	0
115	0	0	0	0	0	0	0
乔治·ｈ·ｗ·布什	1	0	0	0	0	1	0
我们	1534	229	75	2	0	493	1534
大学生们	2	0	2	0	0	5	2
演艺圈	0	0	0	0	0	1	0
错别字	0	0	0	0	0	2	0
违建	0	0	0	0	0	6	0
大年初四	0	0	0	0	0	1	0
安德鲁·马歇尔	1	0	1	0	0	1	0
成份	0	0	0	0	0	2	0
来年	0	0	0	0	0	1	0
接头	0	0	0	0	0	0	0
同居	1	0	1	0	0	1	0
游客	1	0	1	0	0	5	1
弟妹	1	0	0	1	0	1	0
资本金	0	0	0	0	0	2	0
壮为	1	0	1	0	0	1	0
海洛因	0	0	0	0	0	1	0
紧迫感	0	0	0	0	0	2	0
采访	0	0	0	0	0	15	0
出生地	0	0	0	0	0	1	0
苏拉特	1	0	0	0	0	1	0
信息流	0	0	0	0	0	3	0
调人	0	0	0	0	0	8	0
诱僧	0	0	0	0	0	3	0
专访	0	0	0	0	0	2	0
车流	0	0	0	0	0	1	0
陶德顿	1	0	0	0	0	1	0
名将	6	0	0	0	0	6	0
九九年	0	0	0	0	0	5	0
心防	0	0	0	0	0	1	0
东势街	0	1	0	0	0	1	0
红十字会	0	2	0	0	0	0	0
联合报系	3	3	3	0	0	0	3
电信	0	10	0	0	0	7	0
李意	1	0	0	0	0	1	0
米·约翰逊	1	0	0	0	0	1	0
价格	0	0	0	0	0	18	0
恐吓信	0	0	0	0	0	2	0
监护	2	0	2	0	0	2	0
罗伯特·劳申伯格	1	0	0	0	0	1	0
科学	0	0	0	0	0	2	0
妇联	0	2	0	0	0	3	0
天然气	0	10	0	0	0	38	0
画会	0	4	0	0	0	4	0
木星	0	16	0	0	0	16	0
李秉峄	5	0	5	0	0	5	0
牺牲者	0	0	0	0	0	1	0
索次	3	0	0	0	0	3	0
网民	1	0	1	0	0	1	1
成人	1	0	1	0	0	1	0
迎宾大道	0	0	0	0	0	1	0
保守派者	1	0	1	0	0	1	1
消防车	0	0	0	0	0	4	0
难民法	0	0	0	0	0	2	0
缅甸	8	29	8	0	0	29	0
油价	0	0	0	0	0	3	0
假说	0	0	0	0	0	2	0
王文洋	9	0	9	0	0	9	0
期望	0	0	0	0	0	2	0
遇刺	0	0	0	0	0	1	0
政务次官	1	1	1	0	0	1	0
发明家	1	0	1	0	0	1	1
安德森	14	0	0	0	0	14	0
土耳其	0	2	0	0	0	2	0
凤飞飞	3	0	0	0	0	3	0
猫	0	0	0	0	0	8	0
新竹市	0	1	0	0	0	1	0
猪	0	0	0	0	0	2	0
姚老板	0	0	0	0	0	1	0
令状	0	0	0	0	0	2	0
过来人	1	0	1	0	0	2	1
浮现	0	0	0	0	0	0	0
powerdvd	0	0	0	0	0	2	0
河谷	0	0	0	0	0	3	0
情绪紊乱症	0	0	0	0	0	1	0
李连杰	15	0	7	8	0	15	0
罚款	0	0	0	0	0	1	0
２２号	0	0	0	0	0	9	0
卖点	0	0	0	0	0	3	0
李必	2	0	2	0	0	2	0
战斗群	0	0	0	0	0	2	0
起源	0	0	0	0	0	6	0
民报	0	3	0	0	0	3	0
男体	0	0	0	0	0	1	0
总行	0	1	0	0	0	1	0
战争	0	0	0	0	0	83	0
朝方	0	0	0	0	0	1	0
狗	0	4	0	0	0	3	0
佛州	0	28	0	0	0	28	0
文宣	0	0	0	0	0	5	0
舱内	0	0	0	0	0	2	0
水平	0	0	0	0	0	88	2
２１号	0	0	0	0	0	2	0
苏格兰	0	3	0	0	0	3	0
团费	0	0	0	0	0	2	0
切入点	0	0	0	0	0	2	0
台币	0	0	0	0	0	5	0
珊瑚礁	0	0	0	0	0	3	0
陶艺	0	0	0	0	0	2	0
ｓｈｉｒｔ	0	0	0	0	0	1	0
夏铸九	5	4	0	0	0	5	4
央视	0	0	0	0	0	4	0
口径	0	0	0	0	0	6	0
时下	0	0	0	0	0	1	0
达鲁萨兰国	0	0	0	0	0	1	0
邱正雄	3	0	3	0	0	3	0
尼古拉·萨科齐	1	0	1	0	0	1	0
陈宏基	1	0	1	0	0	1	0
造型	0	0	0	0	0	2	0
黄少焕	1	0	0	0	0	1	0
外貌	0	0	0	0	0	2	0
株式会社	0	3	0	0	0	3	0
出口额	0	0	0	0	0	15	0
科委	0	4	0	0	0	0	0
日记	0	0	0	0	0	4	0
２４号	0	0	0	0	0	7	0
问候	0	0	0	0	0	10	0
产业带	0	0	0	0	0	2	0
论坛	0	0	0	0	0	3	0
商社	0	0	0	0	0	2	0
超级大国	0	1	0	0	0	1	0
文字	0	0	0	0	0	5	0
丈夫们	1	0	1	0	0	1	1
世贸	0	1	0	0	0	1	0
廿四日	0	0	0	0	0	1	0
王文江	2	0	2	0	0	2	0
王若	1	0	0	0	0	1	0
利利	6	0	5	0	0	6	0
收支	0	0	0	0	0	0	0
老人们	0	0	0	0	0	1	0
营养	0	0	0	0	0	2	0
芝山岩	5	5	0	0	0	5	0
文学	0	0	0	0	0	20	0
马洪	1	0	0	0	0	1	0
反抗	0	0	0	0	0	1	0
犬	0	0	0	0	0	9	0
纺织	0	5	0	0	0	4	0
征件	0	0	0	0	0	0	0
犯	0	0	0	0	0	1	0
药材	0	0	0	0	0	2	0
跳高	0	0	0	0	0	2	0
ｊｕｌｉａ	2	0	0	0	0	2	0
２３号	0	0	0	0	0	7	0
国庆日	0	0	0	0	0	3	0
形势	0	0	0	0	0	46	0
始皇	1	1	0	0	0	1	0
李亚飞	1	0	0	0	0	1	0
传播	0	0	0	0	0	0	2
菲利普·ａ·弗雷恩	1	0	1	0	0	1	0
台积电	0	1	0	0	0	0	0
信贷员	2	0	2	0	0	2	0
少男	0	0	0	0	0	3	0
水库	0	2	0	0	0	5	0
温度	0	0	0	0	0	3	0
卤制品	0	0	0	0	0	1	0
举行	0	0	0	0	0	3	0
竞选人	1	0	1	0	0	1	0
usana－msi	1	0	0	0	0	1	0
崇明岛	0	15	0	0	0	16	0
片	0	0	0	0	0	6	0
抗抑郁剂	0	0	0	0	0	1	0
男人	36	0	30	0	0	43	22
日语	0	0	0	0	0	2	0
嘉慧	4	0	0	0	0	4	0
黄振台	1	0	1	0	0	1	0
总裁	7	0	4	0	0	12	0
话剧	0	0	0	0	0	1	0
旅行社	0	0	0	0	0	2	0
牌	0	0	0	0	0	2	0
老板娘	1	0	1	1	0	1	0
版	0	0	0	0	0	4	0
外资	0	0	0	0	0	105	0
报社	0	0	0	0	0	2	0
一九八九年	0	0	0	0	0	2	0
猝死案	0	0	0	0	0	1	0
浮生	0	0	0	0	0	7	0
殷乃平	1	0	0	0	0	1	0
秋季	0	0	0	0	0	4	0
外贸	0	0	0	0	0	2	0
葡萄牙语	0	0	0	0	0	1	0
代比	2	0	2	0	0	2	0
凯姬	0	0	0	0	0	1	1
阳城乡	0	1	0	0	0	1	0
卫生纸	0	0	0	0	0	2	0
产油国	0	0	0	0	0	2	0
莫里斯	1	0	1	0	0	1	0
纽约	0	32	0	0	0	32	0
阿吉兹	2	0	2	0	0	2	0
召开	0	0	0	0	0	0	0
鲜活	0	0	0	0	0	2	0
韦奇立	5	0	5	0	0	5	0
模拟	0	0	0	0	0	3	0
伊朗	0	27	0	0	0	27	0
震灾	0	0	0	0	0	8	0
欠缴	0	0	0	0	0	1	0
斯图尔特·施瓦茨	1	0	1	0	0	1	0
咨询	0	0	0	0	0	2	0
丛福魁	2	0	0	0	0	2	0
特点	0	0	0	0	0	14	0
美方	0	10	0	0	0	11	0
医检师	0	0	0	0	0	3	0
交通局	0	2	0	0	0	0	0
陈明致	1	0	0	0	0	1	0
叶带	1	0	0	0	0	1	1
２０号	0	0	0	0	0	2	0
老城	0	0	0	0	0	2	0
名字	0	0	0	0	0	8	0
明星们	0	0	0	0	0	1	0
录取	0	0	0	0	0	2	0
补品	0	0	0	0	0	2	0
贺电	0	0	0	0	0	2	0
禁飞区	0	0	0	0	0	2	0
贝尔格来德	0	1	0	0	0	1	0
民房	0	0	0	0	0	1	0
联合国军	0	1	0	0	0	1	0
试卷	0	0	0	0	0	1	0
同学	11	0	8	1	0	24	1
文革	0	0	0	0	0	4	0
居留权	0	1	0	0	0	1	0
描述	0	0	0	0	0	1	0
爪	0	0	0	0	0	2	0
青少年们	1	0	1	0	0	1	1
慈天宫	0	0	0	0	0	1	0
爱	0	0	0	0	0	17	0
ｔａｘｅｓ	1	0	0	0	0	1	0
往事	0	0	0	0	0	6	0
舞台	0	0	0	0	0	7	0
父	2	0	2	0	0	5	0
东莞	0	6	0	0	0	6	0
爸	32	0	26	0	0	40	3
强国	0	1	0	0	0	1	1
不足	0	0	0	0	0	3	2
防火巷	0	0	0	0	0	2	0
１９８４年	0	0	0	0	0	1	0
卡片	0	0	0	0	0	1	0
江青	10	0	0	6	0	10	0
马尼拉	0	7	0	0	0	7	0
棉纺锭	0	0	0	0	0	2	0
龙坑	0	5	0	0	0	5	0
职责	0	0	0	0	0	4	0
九江港	0	0	0	0	0	3	0
直径	0	0	0	0	0	1	0
纠纷	0	0	0	0	0	9	0
新郎	0	0	0	0	0	1	0
姨父	1	0	1	0	0	1	0
老叶	1	0	0	0	0	1	0
失衡	0	0	0	0	0	0	0
起步	0	1	0	0	0	0	0
班达雅奇市	0	1	0	0	0	1	0
２９号	0	0	0	0	0	2	0
物理	0	0	0	0	0	2	0
高昌理	7	0	7	0	0	7	0
人物	5	0	5	0	0	16	3
言论	0	0	0	0	0	2	0
律师团	5	5	0	0	0	8	5
保证金	0	0	0	0	0	3	0
服务业	0	0	0	0	0	8	0
长龙	0	3	0	0	0	1	0
科大	1	30	0	0	0	33	0
中药	0	0	0	0	0	5	0
秘鲁	0	10	0	0	0	10	0
方辽	0	1	0	0	0	1	0
奥伊达尼奇	1	0	0	0	0	1	0
演练	0	0	0	0	0	1	0
东西部	0	0	0	0	0	7	0
数额	0	0	0	0	0	1	0
会晤	0	0	0	0	0	25	0
邓规江随	2	0	1	0	0	2	0
相当	0	0	0	0	0	1	0
工人们	0	0	0	0	0	2	0
褓母	3	0	0	3	0	11	0
当兵	3	0	3	0	0	3	0
１９８２年	0	0	0	0	0	1	0
温佳瑜	2	0	0	0	0	2	0
颜色	0	0	0	0	0	1	0
村庄	0	1	0	0	0	2	0
伊桑	2	0	0	0	0	2	0
民族	1	6	1	0	0	44	1
范畴	0	0	0	0	0	4	0
宋艳	1	0	0	0	0	1	0
静方	2	0	2	0	0	2	0
读书	0	0	0	0	0	1	0
泊位	0	0	0	0	0	22	0
全运会	0	0	0	0	0	3	0
票数	0	0	0	0	0	2	0
电子业	0	0	0	0	0	4	0
藤森	7	0	7	0	0	7	0
出版界	0	0	0	0	0	2	0
英国人	2	0	2	0	0	4	2
凯蒂·葛林南	1	0	0	1	0	1	0
考古	0	0	0	0	0	7	0
获得	1	0	1	0	0	1	0
pangcah	0	0	0	0	0	5	0
杰克·汉纳	5	0	5	0	0	5	0
汤米·诺曼特	4	0	0	0	0	4	0
北管	0	0	0	0	0	1	0
居民	9	0	7	0	0	29	9
旭上	0	0	0	0	0	1	0
灾区	0	0	0	0	0	44	0
合并	0	0	0	0	0	6	0
双方	30	155	4	0	0	162	110
侯赛因	1	0	0	0	0	1	0
媳妇	5	0	0	1	0	13	0
记者会	0	0	0	0	0	5	0
言语	0	0	0	0	0	2	0
主角	5	0	0	1	0	5	0
爱面族	1	0	1	0	0	1	1
航运	0	0	0	0	0	5	0
充满	0	0	0	0	0	2	0
磐石	0	0	0	0	0	2	0
调查局	0	11	0	0	0	11	0
快车	0	0	0	0	0	3	0
教徒	1	0	1	0	0	2	0
制剂	0	0	0	0	0	2	0
资质证	0	0	0	0	0	2	0
秦国	0	2	0	0	0	2	0
格森·格森西	1	0	0	0	0	1	0
杨仁寿	1	0	0	0	0	1	0
纽西兰	0	15	0	0	0	15	0
一行	0	0	0	0	0	14	4
便利	0	0	0	0	0	2	0
亲笔函	0	0	0	0	0	1	0
课题	0	0	0	0	0	6	0
１９８０年	0	0	0	0	0	2	0
俄军	0	4	0	0	0	1	0
港府	0	1	0	0	0	1	0
锺监虹	7	0	6	0	0	7	0
何传馨	2	0	0	0	0	2	0
早上	0	0	0	0	0	12	0
敌意	0	0	0	0	0	1	0
斯蒂芬·拜考	1	0	1	0	0	1	0
方向	0	0	0	0	0	14	0
复赛	0	0	0	0	0	3	0
绑票	0	0	0	0	0	4	0
侄女	1	0	0	0	0	2	1
活动分子们	2	0	2	0	0	2	2
肖万长	14	0	11	0	0	14	0
河内	0	2	0	0	0	2	0
庞杂	0	0	0	0	0	2	0
街头	0	0	0	0	0	2	0
fishingdays	1	1	0	0	0	1	0
